dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,grade,grade_date
AUNTIE ANNE'S/RED MANGO,Manhattan,4,SOUTH STREET,10004,6315747700,Bagels/Pretzels,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.7016879,-74.01163113,101,1,900,1085792,1000020001,MN25,A,2020-01-03T00:00:00.000
VIAND CAFE,Manhattan,2130,BROADWAY,10023,2128772888,American,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Y,34,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.78073066,-73.98137885,107,6,16300,1030727,1011660035,MN12,,
PATENT COFFEE,Manhattan,49,WEST   27 STREET,10001,2126894002,American,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,20,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.74490439,-73.9897399,105,3,5800,1015676,1008290007,MN13,,
JUICE ISLAND,Manhattan,1025,3 AVENUE,10065,2126198030,"Juice, Smoothies, Fruit Salads",2020-01-03T00:00:00.000,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,2,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.76260345,-73.96580017,108,4,11000,1043547,1014157501,MN31,A,2020-01-03T00:00:00.000
LLAMA SAN,Manhattan,359,6 AVENUE,10014,6464904422,Japanese,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,12,2020-08-17T06:03:08.000,Pre-permit (Operational) / Re-inspection,40.7321362,-74.00064948,102,3,7100,1088408,1005920019,MN23,A,2020-01-03T00:00:00.000
CHEF PHO & PEKING ROAST DUCK,Manhattan,858,8 AVENUE,10019,2124593607,Vietnamese/Cambodian/Malaysia,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.76324166,-73.98539436,105,3,13100,1024824,1010230064,MN17,A,2020-01-03T00:00:00.000
J-II PIZZERIA,Brooklyn,1424,AVENUE M,11230,7186454753,Pizza,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,17,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.61797955,-73.96017977,314,48,76800,3180878,3067430008,BK43,B,2020-01-03T00:00:00.000
BLUE SKY BAKERY,Brooklyn,53,5 AVENUE,11217,7187834123,Bakery,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.681191,-73.97720642,306,39,12902,3018581,3009330006,BK37,A,2020-01-03T00:00:00.000
HAMPTON INN,Manhattan,320,PEARL STREET,10038,2125714400,American,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,22,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.70901426,-74.00227238,101,1,1501,1087430,1001060017,MN25,,
LE PAIN QUOTIDIEN,Manhattan,NKA,CENTRAL PARK,10000,2123599000,French,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,7,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.78228866,-73.96519421,164,6,14300,1000000,1011110001,MN99,,
PICCOLO CAFE,Manhattan,274,WEST   40 STREET,10018,2123020143,CafÃ©/Coffee/Tea,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,24,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.75554858,-73.98981766,105,3,11300,1014512,1007890078,MN17,,
GOOD HEALTH CAFE,Manhattan,1435,1 AVENUE,10021,2125179898,Soups & Sandwiches,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.7695713,-73.95471675,108,5,13400,1076317,1014490026,MN31,A,2020-01-03T00:00:00.000
HANOI HOUSE,Manhattan,119,SAINT MARKS PLACE,10009,2129955010,Asian,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,23,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.72726045,-73.98449668,103,2,3200,1005883,1004360037,MN22,,
S & A WEST INDIAN RESTAURANT,Queens,10306,LIBERTY AVENUE,11417,7189252224,Caribbean,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.68171781,-73.83763494,410,32,9400,4202016,4095240003,QN55,A,2020-01-03T00:00:00.000
HAPPY HOT HUNAN RESTAURANT,Manhattan,969,AMSTERDAM AVENUE,10025,2125311788,Chinese,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,29,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.80139206,-73.96499275,107,7,19300,1055995,1018620064,MN09,,
CAFE R,Manhattan,116,WEST   32 STREET,10001,2126959550,American,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,44,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.7488129,-73.98947222,105,3,10100,1015181,1008070028,MN17,,
WIMPY'S RESTAURANT,Manhattan,2334,2 AVENUE,10035,2128283661,American,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,25,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.79926616,-73.93610262,111,8,19400,1054785,1017960152,MN34,B,2020-01-03T00:00:00.000
SUBWAY,Manhattan,30,BROAD STREET,10004,2129204568,Sandwiches,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.70617289,-74.01124959,101,1,900,1000819,1000240029,MN25,A,2020-01-03T00:00:00.000
ANTOJITOS MEXICANO,Manhattan,511,WEST  181 STREET,10033,2125688800,Spanish,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.84833943,-73.93139616,112,10,26900,1063702,1021550028,MN35,,
BANH MI ZON,Manhattan,443,EAST    6 STREET,10009,6465246384,Asian,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,18,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.72598148,-73.98516804,103,2,3200,1005813,1004340136,MN22,,
A SLICE OF NEW YORK,Manhattan,727,8 AVENUE,10036,9298882744,Pizza,2020-01-03T00:00:00.000,Establishment re-opened by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,16,2020-08-17T06:03:08.000,Cycle Inspection / Reopening Inspection,40.75956948,-73.98809883,104,3,12100,1081652,1010360036,MN15,P,2020-01-03T00:00:00.000
MOGE TEE,Manhattan,275,5 AVENUE,10016,7183138553,Other,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,17,2020-08-17T06:03:08.000,Pre-permit (Operational) / Initial Inspection,40.74565338,-73.98657113,105,4,7400,1016950,1008590088,MN17,,
RANCHO LATINO,Queens,3708,103RD ST,11368,7186511218,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2020-01-03T00:00:00.000,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,10,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.75285297,-73.86424938,403,21,40500,4440726,4017680113,QN26,A,2020-01-03T00:00:00.000
J-II PIZZERIA,Brooklyn,1424,AVENUE M,11230,7186454753,Pizza,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,17,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.61797955,-73.96017977,314,48,76800,3180878,3067430008,BK43,B,2020-01-03T00:00:00.000
BURGER KING,Bronx,2200,BARTOW AVENUE,10475,9189270130,American,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,14,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.86917892,-73.82430726,210,12,46201,2094224,2051410810,BX13,,
BETWEEN THE BREAD,Manhattan,609,WEST   27 STREET,10001,2127651687,Salads,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,16,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.75160741,-74.00566293,104,3,9900,1079184,1006730001,MN13,,
LADYBIRD,Manhattan,111,EAST    7 STREET,10009,2127772017,Vegetarian,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,51,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.72656881,-73.98476022,103,2,3200,1005849,1004350045,MN22,,
561 DELI AND GROCERY,Manhattan,561,2 AVENUE,10016,2126841561,Delicatessen,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,Y,66,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.74276168,-73.97728632,106,2,7000,1020002,1009117502,MN20,,
SUNSWEET FRESH MARKET,Manhattan,838,6 AVENUE,10001,2125328383,American,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,37,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.74679006,-73.98995615,105,3,7600,1015750,1008310002,MN17,,
WIMPY'S RESTAURANT,Manhattan,2334,2 AVENUE,10035,2128283661,American,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,25,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.79926616,-73.93610262,111,8,19400,1054785,1017960152,MN34,B,2020-01-03T00:00:00.000
SKY GARDEN AT SPA CASTLE,Queens,11-Nov,131 STREET,11356,7189393507,Korean,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,19,2020-08-17T06:03:08.000,Cycle Inspection / Re-inspection,40.78749256,-73.83735071,407,19,94500,4097283,4040110024,QN49,B,2020-01-03T00:00:00.000
CHINA MOON OPEN KITCHEN,Brooklyn,2567,CROPSEY AVENUE,11214,7184494088,Chinese,2020-01-03T00:00:00.000,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Y,65,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.59079359,-73.99185558,311,43,30400,3329295,3069090003,BK29,,
CAVA GRILL,Manhattan,1385,BROADWAY,10018,7185029282,Mediterranean,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,33,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.75260595,-73.98738904,105,3,10900,1015262,1008130055,MN17,,
CHINA MOON OPEN KITCHEN,Brooklyn,2567,CROPSEY AVENUE,11214,7184494088,Chinese,2020-01-03T00:00:00.000,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Y,65,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.59079359,-73.99185558,311,43,30400,3329295,3069090003,BK29,,
ANTOJITOS MEXICANO,Manhattan,511,WEST  181 STREET,10033,2125688800,Spanish,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.84833943,-73.93139616,112,10,26900,1063702,1021550028,MN35,,
MONK MCGINNS,Manhattan,57,MURRAY STREET,10007,9172658961,American,2020-01-03T00:00:00.000,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,24,2020-08-17T06:03:08.000,Cycle Inspection / Initial Inspection,40.71421246,-74.00974674,101,1,2100,1082029,1001330013,MN24,,
